person_id;vehicle_id;Person Type;Person Injury Severity
747757;747746;DRIVER;POSSIBLE INJURY
747758;747746;PASSENGER/OCCUPANT;NOT INJURED
747759;747748;DRIVER;NOT INJURED
747760;747749;DRIVER;NON-INCAPACITATING INJURY
747761;747749;PASSENGER/OCCUPANT;NOT INJURED
747762;747751;DRIVER;NON-INCAPACITATING INJURY
747763;747752;DRIVER;NON-INCAPACITATING INJURY
747764;747753;DRIVER;NOT INJURED
747765;747754;DRIVER;NOT INJURED
747766;747755;DRIVER;NOT INJURED
747767;747756;DRIVER;UNKNOWN
747768;747757;DRIVER;UNKNOWN
747769;747758;DRIVER;NOT INJURED
747770;747759;DRIVER;NOT INJURED
747771;747760;DRIVER;INCAPACITATING INJURY
747772;747761;DRIVER;POSSIBLE INJURY
747773;747762;DRIVER;UNKNOWN
747774;747763;DRIVER;NOT INJURED
747775;747764;DRIVER;POSSIBLE INJURY
747776;747765;DRIVER;NOT INJURED
747777;747766;DRIVER;NOT INJURED
747778;747767;DRIVER;NOT INJURED
747779;747768;DRIVER;NOT INJURED
747780;747769;DRIVER;NOT INJURED
747781;747770;DRIVER;NOT INJURED
747782;747771;DRIVER;NOT INJURED
747783;747772;DRIVER;POSSIBLE INJURY
747784;747772;PASSENGER/OCCUPANT;POSSIBLE INJURY
747785;747774;DRIVER;NOT INJURED
747786;747775;DRIVER;NOT INJURED
747787;747776;DRIVER;NOT INJURED
747788;747777;DRIVER;POSSIBLE INJURY
747789;747777;PASSENGER/OCCUPANT;NOT INJURED
747790;747779;DRIVER;NOT INJURED
747791;747779;PASSENGER/OCCUPANT;NOT INJURED
747792;747781;DRIVER;NOT INJURED
747793;747781;PASSENGER/OCCUPANT;NOT INJURED
747794;747783;DRIVER;NON-INCAPACITATING INJURY
747795;747783;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
747796;747783;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
747797;747783;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
747798;747783;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
747799;747788;DRIVER;POSSIBLE INJURY
747800;747789;DRIVER;NOT INJURED
747801;747790;DRIVER;UNKNOWN
747802;747790;PASSENGER/OCCUPANT;UNKNOWN
747803;747792;DRIVER;NOT INJURED
747804;747793;DRIVER;NOT INJURED
747805;747794;DRIVER;NOT INJURED
747806;747795;DRIVER;POSSIBLE INJURY
747807;747796;DRIVER;NOT INJURED
747808;747797;DRIVER;NOT INJURED
747809;747798;DRIVER;NOT INJURED
747810;747799;DRIVER;NOT INJURED
747811;747800;DRIVER;NOT INJURED
747812;747801;DRIVER;NOT INJURED
747813;747802;DRIVER;UNKNOWN
747814;747803;DRIVER;NOT INJURED
747815;747804;DRIVER;NOT INJURED
747816;747805;DRIVER;NOT INJURED
747817;747806;DRIVER;NOT INJURED
747818;747807;DRIVER;UNKNOWN
747819;747808;DRIVER;NOT INJURED
747820;747809;DRIVER;POSSIBLE INJURY
747821;747810;DRIVER;NOT INJURED
747822;747811;DRIVER;NOT INJURED
747823;747812;DRIVER;NOT INJURED
747824;747813;DRIVER;POSSIBLE INJURY
747825;747814;DRIVER;NOT INJURED
747826;747815;DRIVER;NOT INJURED
747827;747816;DRIVER;NOT INJURED
747828;747817;DRIVER;POSSIBLE INJURY
747829;747817;PASSENGER/OCCUPANT;POSSIBLE INJURY
747830;747819;DRIVER;NOT INJURED
747831;747820;DRIVER;NOT INJURED
747832;747821;DRIVER;UNKNOWN
747833;747822;DRIVER;POSSIBLE INJURY
747834;747823;DRIVER;NOT INJURED
747835;747823;PASSENGER/OCCUPANT;NOT INJURED
747836;747823;PASSENGER/OCCUPANT;NOT INJURED
747837;747826;DRIVER;NOT INJURED
747838;747827;DRIVER;NOT INJURED
747839;747828;DRIVER;NOT INJURED
747840;747829;DRIVER;POSSIBLE INJURY
747841;747829;PASSENGER/OCCUPANT;POSSIBLE INJURY
747842;747829;PASSENGER/OCCUPANT;NOT INJURED
747843;747832;DRIVER;NOT INJURED
747844;747833;DRIVER;POSSIBLE INJURY
747845;747834;DRIVER;POSSIBLE INJURY
747846;747834;PASSENGER/OCCUPANT;POSSIBLE INJURY
747847;747836;DRIVER;NON-INCAPACITATING INJURY
747848;747837;DRIVER;UNKNOWN
747849;747838;DRIVER;NOT INJURED
747850;747839;DRIVER;NOT INJURED
747851;747840;DRIVER;POSSIBLE INJURY
747852;747841;DRIVER;NOT INJURED
747853;747841;PASSENGER/OCCUPANT;NOT INJURED
747854;747843;DRIVER;NOT INJURED
747855;747844;DRIVER;NOT INJURED
747856;747845;DRIVER;NOT INJURED
747857;747846;DRIVER;POSSIBLE INJURY
747858;747846;PASSENGER/OCCUPANT;POSSIBLE INJURY
747859;747848;DRIVER;POSSIBLE INJURY
747860;747848;PASSENGER/OCCUPANT;POSSIBLE INJURY
747861;747848;PASSENGER/OCCUPANT;POSSIBLE INJURY
747862;747851;DRIVER;NOT INJURED
747863;747852;DRIVER;NOT INJURED
747864;747853;DRIVER;UNKNOWN
747865;747854;DRIVER;UNKNOWN
747866;747854;PASSENGER/OCCUPANT;UNKNOWN
747867;747856;DRIVER;NOT INJURED
747868;747857;DRIVER;NOT INJURED
747869;747858;DRIVER;NON-INCAPACITATING INJURY
747870;747859;DRIVER;NOT INJURED
747871;747860;DRIVER;NOT INJURED
747872;747860;PASSENGER/OCCUPANT;POSSIBLE INJURY
747873;747862;DRIVER;UNKNOWN
747874;747863;DRIVER;NOT INJURED
747875;747864;DRIVER;POSSIBLE INJURY
747876;747865;DRIVER;NOT INJURED
747877;747866;DRIVER;NOT INJURED
747878;747867;DRIVER;NOT INJURED
747879;747868;DRIVER;NOT INJURED
747880;747868;PASSENGER/OCCUPANT;NOT INJURED
747881;747868;PASSENGER/OCCUPANT;NOT INJURED
747882;747868;PASSENGER/OCCUPANT;NOT INJURED
747883;747868;PASSENGER/OCCUPANT;NOT INJURED
747884;747873;DRIVER;NOT INJURED
747885;747873;PASSENGER/OCCUPANT;NOT INJURED
747886;747875;DRIVER;NOT INJURED
747887;747876;DRIVER;NOT INJURED
747888;747877;DRIVER;NOT INJURED
747889;747878;DRIVER;NO DATA
747890;747879;DRIVER;NOT INJURED
747891;747879;PASSENGER/OCCUPANT;NOT INJURED
747892;747879;PASSENGER/OCCUPANT;NOT INJURED
747893;747882;DRIVER;NOT INJURED
747894;747883;PASSENGER/OCCUPANT;NOT INJURED
747895;747884;DRIVER;NOT INJURED
747896;747885;DRIVER;NOT INJURED
747897;747886;DRIVER;UNKNOWN
747898;747887;DRIVER;NOT INJURED
747899;747888;DRIVER;POSSIBLE INJURY
747900;747888;PASSENGER/OCCUPANT;POSSIBLE INJURY
747901;747890;DRIVER;NOT INJURED
747902;747891;DRIVER;UNKNOWN
747903;747892;DRIVER;POSSIBLE INJURY
747904;747893;DRIVER;NOT INJURED
747905;747893;PASSENGER/OCCUPANT;NOT INJURED
747906;747893;PASSENGER/OCCUPANT;POSSIBLE INJURY
747907;747896;DRIVER;UNKNOWN
747908;747897;DRIVER;NOT INJURED
747909;747897;PASSENGER/OCCUPANT;NOT INJURED
747910;747899;DRIVER;NOT INJURED
747911;747900;DRIVER;NOT INJURED
747912;747901;DRIVER;NOT INJURED
747913;747902;DRIVER;NOT INJURED
747914;747903;DRIVER;NO DATA
747915;747904;DRIVER;NOT INJURED
747916;747904;PASSENGER/OCCUPANT;NOT INJURED
747917;747906;DRIVER;NOT INJURED
747918;747906;PASSENGER/OCCUPANT;NOT INJURED
747919;747908;DRIVER;NOT INJURED
747920;747909;DRIVER;NOT INJURED
747921;747910;DRIVER;NOT INJURED
747922;747911;DRIVER;NOT INJURED
747923;747911;PASSENGER/OCCUPANT;NOT INJURED
747924;747913;DRIVER;NOT INJURED
747925;747914;DRIVER;NOT INJURED
747926;747914;PASSENGER/OCCUPANT;NOT INJURED
747927;747916;DRIVER;UNKNOWN
747928;747917;DRIVER;NON-INCAPACITATING INJURY
747929;747918;DRIVER;NOT INJURED
747930;747919;DRIVER;NOT INJURED
747931;747920;DRIVER;NOT INJURED
747932;747921;DRIVER;NON-INCAPACITATING INJURY
747933;747922;UNKNOWN;UNKNOWN
747934;747923;DRIVER;NOT INJURED
747935;747923;PASSENGER/OCCUPANT;NOT INJURED
747936;747925;DRIVER;UNKNOWN
747937;747926;DRIVER;NOT INJURED
747938;747926;PASSENGER/OCCUPANT;NOT INJURED
747939;747928;DRIVER;NOT INJURED
747940;747929;UNKNOWN;NOT INJURED
747941;747930;DRIVER;POSSIBLE INJURY
747942;747931;DRIVER;NOT INJURED
747943;747932;DRIVER;NOT INJURED
747944;747933;DRIVER;UNKNOWN
747945;747934;DRIVER;NOT INJURED
747946;747935;DRIVER;NOT INJURED
747947;747936;DRIVER;NOT INJURED
747948;747937;DRIVER;NO DATA
747949;747938;DRIVER;NOT INJURED
747950;747938;PASSENGER/OCCUPANT;NOT INJURED
747951;747940;DRIVER;NOT INJURED
747952;747940;PASSENGER/OCCUPANT;NOT INJURED
747953;747942;DRIVER;NOT INJURED
747954;747943;DRIVER;NOT INJURED
747955;747944;DRIVER;NOT INJURED
747956;747944;PASSENGER/OCCUPANT;NOT INJURED
747957;747944;PASSENGER/OCCUPANT;NOT INJURED
747958;747947;DRIVER;NOT INJURED
747959;747948;DRIVER;NOT INJURED
747960;747949;DRIVER;NOT INJURED
747961;747950;DRIVER;UNKNOWN
747962;747951;DRIVER;NOT INJURED
747963;747952;DRIVER;NOT INJURED
747964;747952;PASSENGER/OCCUPANT;NOT INJURED
747965;747954;DRIVER;NOT INJURED
747966;747955;DRIVER;UNKNOWN
747967;747955;PASSENGER/OCCUPANT;NOT INJURED
747968;747955;PASSENGER/OCCUPANT;NOT INJURED
747969;747955;PASSENGER/OCCUPANT;NOT INJURED
747970;747959;DRIVER;POSSIBLE INJURY
747971;747960;DRIVER;POSSIBLE INJURY
747972;747961;DRIVER;UNKNOWN
747973;747962;PASSENGER/OCCUPANT;NOT INJURED
747974;747963;DRIVER;POSSIBLE INJURY
747975;747963;PASSENGER/OCCUPANT;NOT INJURED
747976;747963;PASSENGER/OCCUPANT;NOT INJURED
747977;747963;PASSENGER/OCCUPANT;NOT INJURED
747978;747967;DRIVER;POSSIBLE INJURY
747979;747967;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
747980;747967;PASSENGER/OCCUPANT;POSSIBLE INJURY
747981;747967;PASSENGER/OCCUPANT;POSSIBLE INJURY
747982;747967;PASSENGER/OCCUPANT;POSSIBLE INJURY
747983;747972;DRIVER;NON-INCAPACITATING INJURY
747984;747973;DRIVER;NOT INJURED
747985;747974;DRIVER;NOT INJURED
747986;747974;PASSENGER/OCCUPANT;NOT INJURED
747987;747976;DRIVER;NOT INJURED
747988;747976;PASSENGER/OCCUPANT;NOT INJURED
747989;747978;DRIVER;NOT INJURED
747990;747979;DRIVER;NOT INJURED
747991;747980;DRIVER;POSSIBLE INJURY
747992;747981;DRIVER;NOT INJURED
747993;747981;PASSENGER/OCCUPANT;NOT INJURED
747994;747983;DRIVER;NOT INJURED
747995;747984;DRIVER;NOT INJURED
747996;747984;PASSENGER/OCCUPANT;NOT INJURED
747997;747984;PASSENGER/OCCUPANT;NOT INJURED
747998;747984;PASSENGER/OCCUPANT;NOT INJURED
747999;747988;DRIVER;NOT INJURED
748000;747989;DRIVER;NOT INJURED
748001;747990;DRIVER;NOT INJURED
748002;747991;DRIVER;NOT INJURED
748003;747992;DRIVER;NOT INJURED
748004;747992;PASSENGER/OCCUPANT;NOT INJURED
748005;747994;DRIVER;NOT INJURED
748006;747995;DRIVER;NOT INJURED
748007;747996;DRIVER;NOT INJURED
748008;747997;DRIVER;UNKNOWN
748009;747998;DRIVER;NOT INJURED
748010;747998;PASSENGER/OCCUPANT;NOT INJURED
748011;748000;DRIVER;NOT INJURED
748012;748000;PASSENGER/OCCUPANT;NOT INJURED
748013;748002;DRIVER;NOT INJURED
748014;748002;PASSENGER/OCCUPANT;NOT INJURED
748015;748002;PASSENGER/OCCUPANT;NOT INJURED
748016;748002;PASSENGER/OCCUPANT;NOT INJURED
748017;748006;DRIVER;NOT INJURED
748018;748006;PASSENGER/OCCUPANT;NOT INJURED
748019;748008;DRIVER;NOT INJURED
748020;748009;DRIVER;NOT INJURED
748021;748010;DRIVER;NOT INJURED
748022;748011;DRIVER;NOT INJURED
748023;748011;PASSENGER/OCCUPANT;NOT INJURED
748024;748011;PASSENGER/OCCUPANT;NOT INJURED
748025;748011;PASSENGER/OCCUPANT;NOT INJURED
748026;748015;DRIVER;NOT INJURED
748027;748015;PASSENGER/OCCUPANT;NOT INJURED
748028;748015;PASSENGER/OCCUPANT;NOT INJURED
748029;748015;PASSENGER/OCCUPANT;NOT INJURED
748030;748015;PASSENGER/OCCUPANT;NOT INJURED
748031;748020;DRIVER;NOT INJURED
748032;748021;DRIVER;NOT INJURED
748033;748021;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
748034;748021;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
748035;748021;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
748036;748021;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
748037;748026;DRIVER;NOT INJURED
748038;748026;PASSENGER/OCCUPANT;NOT INJURED
748039;748028;DRIVER;NOT INJURED
748040;748029;DRIVER;NOT INJURED
748041;748029;PASSENGER/OCCUPANT;NOT INJURED
748042;748031;DRIVER;NOT INJURED
748043;748031;PASSENGER/OCCUPANT;NOT INJURED
748044;748031;PASSENGER/OCCUPANT;NOT INJURED
748045;748034;DRIVER;NOT INJURED
748046;748034;PASSENGER/OCCUPANT;NOT INJURED
748047;748034;PASSENGER/OCCUPANT;NOT INJURED
748048;748037;DRIVER;NOT INJURED
748049;748037;PASSENGER/OCCUPANT;NOT INJURED
748050;748037;PASSENGER/OCCUPANT;NOT INJURED
748051;748040;DRIVER;NOT INJURED
748052;748040;PASSENGER/OCCUPANT;NOT INJURED
748053;748042;DRIVER;NOT INJURED
748054;748043;DRIVER;NOT INJURED
748055;748043;PASSENGER/OCCUPANT;NOT INJURED
748056;748043;PASSENGER/OCCUPANT;NOT INJURED
748057;748043;PASSENGER/OCCUPANT;NOT INJURED
748058;748047;DRIVER;NOT INJURED
748059;748048;DRIVER;UNKNOWN
748060;748049;DRIVER;NOT INJURED
748061;748049;PASSENGER/OCCUPANT;NOT INJURED
748062;748051;DRIVER;NOT INJURED
748063;748051;PASSENGER/OCCUPANT;NOT INJURED
748064;748053;DRIVER;NOT INJURED
748065;748054;DRIVER;POSSIBLE INJURY
748066;748054;PASSENGER/OCCUPANT;POSSIBLE INJURY
748067;748056;DRIVER;POSSIBLE INJURY
748068;748057;DRIVER;NOT INJURED
748069;748057;PASSENGER/OCCUPANT;NOT INJURED
748070;748057;PASSENGER/OCCUPANT;NOT INJURED
748071;748057;PASSENGER/OCCUPANT;NOT INJURED
748072;748061;DRIVER;NOT INJURED
748073;748062;DRIVER;NOT INJURED
748074;748063;DRIVER;NOT INJURED
748075;748063;PASSENGER/OCCUPANT;NOT INJURED
748076;748063;PASSENGER/OCCUPANT;NOT INJURED
748077;748063;PASSENGER/OCCUPANT;NOT INJURED
748078;748063;PASSENGER/OCCUPANT;NOT INJURED
748079;748068;DRIVER;NOT INJURED
748080;748068;PASSENGER/OCCUPANT;NOT INJURED
748081;748070;DRIVER;NOT INJURED
748082;748070;PASSENGER/OCCUPANT;NOT INJURED
748083;748072;DRIVER;NOT INJURED
748084;748072;PASSENGER/OCCUPANT;NOT INJURED
748085;748072;PASSENGER/OCCUPANT;NOT INJURED
748086;748072;PASSENGER/OCCUPANT;NOT INJURED
748087;748076;DRIVER;NOT INJURED
748088;748076;PASSENGER/OCCUPANT;NOT INJURED
748089;748076;PASSENGER/OCCUPANT;POSSIBLE INJURY
748090;748079;DRIVER;NOT INJURED
748091;748080;DRIVER;NOT INJURED
748092;748080;PASSENGER/OCCUPANT;NOT INJURED
748093;748082;DRIVER;POSSIBLE INJURY
748094;748082;PASSENGER/OCCUPANT;NOT INJURED
748095;748084;DRIVER;NOT INJURED
748096;748085;DRIVER;NOT INJURED
748097;748086;DRIVER;NOT INJURED
748098;748086;PASSENGER/OCCUPANT;NOT INJURED
748099;748088;DRIVER;NON-INCAPACITATING INJURY
748100;748089;DRIVER;NOT INJURED
748101;748090;DRIVER;INCAPACITATING INJURY
748102;748090;PASSENGER/OCCUPANT;INCAPACITATING INJURY
748103;748092;DRIVER;NOT INJURED
748104;748093;DRIVER;NOT INJURED
748105;748094;DRIVER;NOT INJURED
748106;748094;PASSENGER/OCCUPANT;NOT INJURED
748107;748096;DRIVER;NO DATA
748108;748097;DRIVER;NOT INJURED
748109;748098;DRIVER;NOT INJURED
748110;748099;DRIVER;NOT INJURED
748111;748100;DRIVER;UNKNOWN
748112;748101;DRIVER;NOT INJURED
748113;748101;PASSENGER/OCCUPANT;NOT INJURED
748114;748103;DRIVER;UNKNOWN
748115;748104;DRIVER;NOT INJURED
748116;748105;DRIVER;NOT INJURED
748117;748105;PASSENGER/OCCUPANT;NOT INJURED
748118;748105;PASSENGER/OCCUPANT;NOT INJURED
748119;748108;DRIVER;NOT INJURED
748120;748109;DRIVER;UNKNOWN
748121;748110;DRIVER;NOT INJURED
748122;748110;PASSENGER/OCCUPANT;NOT INJURED
748123;748110;PASSENGER/OCCUPANT;NOT INJURED
748124;748110;PASSENGER/OCCUPANT;NOT INJURED
748125;748114;DRIVER;NOT INJURED
748126;748115;DRIVER;NOT INJURED
748127;748115;PASSENGER/OCCUPANT;POSSIBLE INJURY
748128;748115;PASSENGER/OCCUPANT;POSSIBLE INJURY
748129;748115;PASSENGER/OCCUPANT;POSSIBLE INJURY
748130;748115;PASSENGER/OCCUPANT;POSSIBLE INJURY
748131;748115;PASSENGER/OCCUPANT;POSSIBLE INJURY
748132;748115;PASSENGER/OCCUPANT;POSSIBLE INJURY
748133;748122;DRIVER;NOT INJURED
748134;748123;DRIVER;NOT INJURED
748135;748123;PASSENGER/OCCUPANT;NOT INJURED
748136;748125;DRIVER;NOT INJURED
748137;748126;DRIVER;NOT INJURED
748138;748127;DRIVER;NOT INJURED
748139;748128;DRIVER;NOT INJURED
748140;748128;PASSENGER/OCCUPANT;NOT INJURED
748141;748130;DRIVER;NOT INJURED
748142;748130;PASSENGER/OCCUPANT;NOT INJURED
748143;748132;DRIVER;NOT INJURED
748144;748133;DRIVER;NOT INJURED
748145;748134;DRIVER;NOT INJURED
748146;748134;PASSENGER/OCCUPANT;NOT INJURED
748147;748136;DRIVER;NO DATA
748148;748137;DRIVER;UNKNOWN
748149;748138;DRIVER;NOT INJURED
748150;748139;DRIVER;NOT INJURED
748151;748140;DRIVER;NOT INJURED
748152;748140;PASSENGER/OCCUPANT;NOT INJURED
748153;748142;DRIVER;NOT INJURED
748154;748143;DRIVER;NOT INJURED
748155;748143;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
748156;748143;PASSENGER/OCCUPANT;POSSIBLE INJURY
748157;748143;PASSENGER/OCCUPANT;POSSIBLE INJURY
748158;748143;PASSENGER/OCCUPANT;POSSIBLE INJURY
748159;748148;DRIVER;NOT INJURED
748160;748149;DRIVER;NOT INJURED
748161;748150;DRIVER;NOT INJURED
748162;748151;DRIVER;NOT INJURED
748163;748151;PASSENGER/OCCUPANT;NOT INJURED
748164;748153;DRIVER;UNKNOWN
748165;748154;DRIVER;NOT INJURED
748166;748155;DRIVER;POSSIBLE INJURY
748167;748156;DRIVER;NOT INJURED
748168;748157;DRIVER;NOT INJURED
748169;748158;DRIVER;NOT INJURED
748170;748159;DRIVER;NOT INJURED
748171;748160;DRIVER;NON-INCAPACITATING INJURY
748172;748161;DRIVER;NON-INCAPACITATING INJURY
748173;748162;DRIVER;NOT INJURED
748174;748163;DRIVER;NOT INJURED
748175;748164;DRIVER;NOT INJURED
748176;748165;DRIVER;NOT INJURED
748177;748166;DRIVER;NO DATA
748178;748167;DRIVER;NOT INJURED
748179;748168;DRIVER;NOT INJURED
748180;748169;DRIVER;NOT INJURED
748181;748170;DRIVER;POSSIBLE INJURY
748182;748171;DRIVER;NOT INJURED
748183;748172;DRIVER;NOT INJURED
748184;748173;DRIVER;NOT INJURED
748185;748173;PASSENGER/OCCUPANT;NOT INJURED
748186;748173;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
748187;748176;DRIVER;NOT INJURED
748188;748177;DRIVER;NOT INJURED
748189;748178;DRIVER;NOT INJURED
748190;748178;PASSENGER/OCCUPANT;NOT INJURED
748191;748180;DRIVER;POSSIBLE INJURY
748192;748181;DRIVER;POSSIBLE INJURY
748193;748182;DRIVER;NOT INJURED
748194;748183;DRIVER;POSSIBLE INJURY
748195;748184;DRIVER;NOT INJURED
748196;748185;DRIVER;NOT INJURED
748197;748186;DRIVER;NOT INJURED
748198;748186;PASSENGER/OCCUPANT;NOT INJURED
748199;748188;DRIVER;NOT INJURED
748200;748189;DRIVER;NOT INJURED
748201;748189;PASSENGER/OCCUPANT;NOT INJURED
748202;748189;PASSENGER/OCCUPANT;NOT INJURED
748203;748192;DRIVER;UNKNOWN
748204;748193;DRIVER;NOT INJURED
748205;748194;DRIVER;NOT INJURED
748206;748195;DRIVER;NOT INJURED
748207;748195;PASSENGER/OCCUPANT;NOT INJURED
748208;748197;DRIVER;NOT INJURED
748209;748198;DRIVER;NOT INJURED
748210;748198;PASSENGER/OCCUPANT;NOT INJURED
748211;748198;PASSENGER/OCCUPANT;NOT INJURED
748212;748201;DRIVER;NOT INJURED
748213;748202;DRIVER;NOT INJURED
748214;748203;DRIVER;NOT INJURED
748215;748204;DRIVER;NOT INJURED
748216;748205;DRIVER;NOT INJURED
748217;748206;DRIVER;NOT INJURED
748218;748207;DRIVER;NOT INJURED
748219;748208;DRIVER;POSSIBLE INJURY
748220;748208;PASSENGER/OCCUPANT;POSSIBLE INJURY
748221;748210;DRIVER;NOT INJURED
748222;748211;DRIVER;NOT INJURED
748223;748212;DRIVER;NOT INJURED
748224;748213;DRIVER;NOT INJURED
748225;748214;DRIVER;NOT INJURED
748226;748214;PASSENGER/OCCUPANT;NOT INJURED
748227;748216;DRIVER;NOT INJURED
748228;748217;DRIVER;NOT INJURED
748229;748218;DRIVER;NOT INJURED
748230;748219;DRIVER;NOT INJURED
748231;748220;DRIVER;NOT INJURED
748232;748221;DRIVER;POSSIBLE INJURY
748233;748222;DRIVER;POSSIBLE INJURY
748234;748223;DRIVER;POSSIBLE INJURY
748235;748224;DRIVER;NOT INJURED
748236;748225;DRIVER;POSSIBLE INJURY
748237;748226;DRIVER;NOT INJURED
748238;748227;DRIVER;NOT INJURED
748239;748228;DRIVER;NOT INJURED
748240;748228;PASSENGER/OCCUPANT;NOT INJURED
748241;748228;PASSENGER/OCCUPANT;NOT INJURED
748242;748228;PASSENGER/OCCUPANT;NOT INJURED
748243;748228;PASSENGER/OCCUPANT;NOT INJURED
748244;748228;PASSENGER/OCCUPANT;NOT INJURED
748245;748234;DRIVER;NOT INJURED
748246;748235;DRIVER;NOT INJURED
748247;748236;DRIVER;NOT INJURED
748248;748237;DRIVER;NOT INJURED
748249;748237;PASSENGER/OCCUPANT;POSSIBLE INJURY
748250;748237;PASSENGER/OCCUPANT;NOT INJURED
748251;748237;PASSENGER/OCCUPANT;NOT INJURED
748252;748237;PASSENGER/OCCUPANT;NOT INJURED
748253;748242;DRIVER;NOT INJURED
748254;748243;DRIVER;NON-INCAPACITATING INJURY
748255;748243;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
748256;748245;DRIVER;NOT INJURED
748257;748245;PASSENGER/OCCUPANT;NOT INJURED
748258;748247;DRIVER;NOT INJURED
748259;748248;DRIVER;NOT INJURED
748260;748248;PASSENGER/OCCUPANT;NOT INJURED
748261;748250;DRIVER;INCAPACITATING INJURY
748262;748251;DRIVER;UNKNOWN
748263;748252;DRIVER;UNKNOWN
748264;748252;PASSENGER/OCCUPANT;UNKNOWN
748265;748254;DRIVER;NOT INJURED
748266;748255;DRIVER;NOT INJURED
748267;748256;DRIVER;NOT INJURED
748268;748256;PASSENGER/OCCUPANT;NOT INJURED
748269;748258;DRIVER;NOT INJURED
748270;748259;DRIVER;NOT INJURED
748271;748260;DRIVER;NOT INJURED
748272;748260;PASSENGER/OCCUPANT;NOT INJURED
748273;748262;DRIVER;NOT INJURED
748274;748263;DRIVER;NOT INJURED
748275;748263;PASSENGER/OCCUPANT;NOT INJURED
748276;748263;PASSENGER/OCCUPANT;NOT INJURED
748277;748266;DRIVER;NOT INJURED
748278;748267;DRIVER;NOT INJURED
748279;748267;PASSENGER/OCCUPANT;NOT INJURED
748280;748269;DRIVER;NOT INJURED
748281;748270;DRIVER;NOT INJURED
748282;748271;DRIVER;NOT INJURED
748283;748272;DRIVER;POSSIBLE INJURY
748284;748272;PASSENGER/OCCUPANT;POSSIBLE INJURY
748285;748274;DRIVER;POSSIBLE INJURY
748286;748275;DRIVER;NOT INJURED
748287;748276;DRIVER;NOT INJURED
748288;748276;PASSENGER/OCCUPANT;NOT INJURED
748289;748276;PASSENGER/OCCUPANT;NOT INJURED
748290;748279;DRIVER;NOT INJURED
748291;748280;DRIVER;NOT INJURED
748292;748281;DRIVER;NOT INJURED
748293;748282;DRIVER;NOT INJURED
748294;748283;DRIVER;UNKNOWN
748295;748284;DRIVER;NOT INJURED
748296;748285;DRIVER;NOT INJURED
748297;748286;DRIVER;NOT INJURED
748298;748287;DRIVER;NOT INJURED
748299;748287;PASSENGER/OCCUPANT;NOT INJURED
748300;748289;DRIVER;NOT INJURED
748301;748290;DRIVER;NOT INJURED
748302;748291;DRIVER;NOT INJURED
748303;748292;DRIVER;NOT INJURED
748304;748293;DRIVER;UNKNOWN
748305;748294;DRIVER;NOT INJURED
748306;748295;DRIVER;NOT INJURED
748307;748296;DRIVER;INCAPACITATING INJURY
748308;748297;DRIVER;UNKNOWN
748309;748297;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
748310;748299;DRIVER;UNKNOWN
748311;748300;DRIVER;NOT INJURED
748312;748301;DRIVER;NOT INJURED
748313;748302;DRIVER;POSSIBLE INJURY
748314;748302;PASSENGER/OCCUPANT;POSSIBLE INJURY
748315;748304;DRIVER;NOT INJURED
748316;748304;PASSENGER/OCCUPANT;NOT INJURED
748317;748306;DRIVER;NOT INJURED
748318;748307;DRIVER;NOT INJURED
748319;748308;DRIVER;NON-INCAPACITATING INJURY
748320;748308;PASSENGER/OCCUPANT;POSSIBLE INJURY
748321;748310;DRIVER;POSSIBLE INJURY
748322;748310;PASSENGER/OCCUPANT;POSSIBLE INJURY
748323;748312;DRIVER;POSSIBLE INJURY
748324;748313;DRIVER;NOT INJURED
748325;748314;DRIVER;UNKNOWN
748326;748315;DRIVER;NOT INJURED
748327;748316;DRIVER;NOT INJURED
748328;748316;PASSENGER/OCCUPANT;NOT INJURED
748329;748318;DRIVER;NOT INJURED
